fuzz: elapsed: 0s, gathering baseline coverage: 0/37 completed
fuzz: elapsed: 0s, gathering baseline coverage: 37/37 completed, now fuzzing with 4 workers
fuzz: elapsed: 3s, execs: 40642 (13547/sec), new interesting: 26 (total: 63)
fuzz: elapsed: 6s, execs: 100110 (19822/sec), new interesting: 27 (total: 64)
fuzz: elapsed: 9s, execs: 162449 (20778/sec), new interesting: 27 (total: 64)
fuzz: elapsed: 12s, execs: 224898 (20806/sec), new interesting: 28 (total: 65)
fuzz: elapsed: 15s, execs: 283783 (19634/sec), new interesting: 28 (total: 65)
fuzz: elapsed: 18s, execs: 358902 (25046/sec), new interesting: 28 (total: 65)
fuzz: elapsed: 21s, execs: 435222 (25433/sec), new interesting: 28 (total: 65)
fuzz: elapsed: 24s, execs: 517205 (27332/sec), new interesting: 28 (total: 65)
fuzz: elapsed: 27s, execs: 575408 (19393/sec), new interesting: 30 (total: 67)
fuzz: elapsed: 30s, execs: 626592 (17068/sec), new interesting: 30 (total: 67)
fuzz: elapsed: 33s, execs: 685235 (19551/sec), new interesting: 30 (total: 67)
fuzz: elapsed: 36s, execs: 773795 (29511/sec), new interesting: 30 (total: 67)
fuzz: elapsed: 39s, execs: 880882 (35696/sec), new interesting: 30 (total: 67)
fuzz: elapsed: 42s, execs: 986150 (35089/sec), new interesting: 30 (total: 67)
fuzz: elapsed: 45s, execs: 1091156 (35011/sec), new interesting: 30 (total: 67)
fuzz: elapsed: 48s, execs: 1191263 (33360/sec), new interesting: 30 (total: 67)
fuzz: elapsed: 51s, execs: 1298487 (35753/sec), new interesting: 30 (total: 67)
fuzz: elapsed: 54s, execs: 1387014 (29502/sec), new interesting: 30 (total: 67)
fuzz: elapsed: 57s, execs: 1481002 (31334/sec), new interesting: 31 (total: 68)
fuzz: elapsed: 1m0s, execs: 1571284 (30095/sec), new interesting: 32 (total: 69)
fuzz: elapsed: 1m3s, execs: 1672350 (33690/sec), new interesting: 32 (total: 69)
fuzz: elapsed: 1m6s, execs: 1783827 (37155/sec), new interesting: 32 (total: 69)
fuzz: elapsed: 1m9s, execs: 1865625 (27265/sec), new interesting: 32 (total: 69)
fuzz: elapsed: 1m12s, execs: 1952194 (28860/sec), new interesting: 32 (total: 69)
fuzz: elapsed: 1m15s, execs: 2032338 (26706/sec), new interesting: 32 (total: 69)
fuzz: elapsed: 1m18s, execs: 2119687 (29125/sec), new interesting: 32 (total: 69)
fuzz: elapsed: 1m21s, execs: 2208927 (29738/sec), new interesting: 32 (total: 69)
fuzz: elapsed: 1m24s, execs: 2306939 (32681/sec), new interesting: 32 (total: 69)
fuzz: elapsed: 1m27s, execs: 2417919 (36992/sec), new interesting: 32 (total: 69)
fuzz: elapsed: 1m30s, execs: 2523874 (35309/sec), new interesting: 33 (total: 70)
fuzz: elapsed: 1m33s, execs: 2623073 (33067/sec), new interesting: 33 (total: 70)
fuzz: elapsed: 1m36s, execs: 2729852 (35593/sec), new interesting: 33 (total: 70)
fuzz: elapsed: 1m39s, execs: 2795940 (22034/sec), new interesting: 33 (total: 70)
fuzz: elapsed: 1m42s, execs: 2851740 (18600/sec), new interesting: 33 (total: 70)
fuzz: elapsed: 1m45s, execs: 2906616 (18289/sec), new interesting: 33 (total: 70)
fuzz: elapsed: 1m48s, execs: 2974637 (22677/sec), new interesting: 33 (total: 70)
fuzz: elapsed: 1m51s, execs: 3069323 (31554/sec), new interesting: 33 (total: 70)
fuzz: elapsed: 1m54s, execs: 3159295 (29991/sec), new interesting: 33 (total: 70)
fuzz: elapsed: 1m57s, execs: 3268598 (36434/sec), new interesting: 33 (total: 70)
fuzz: elapsed: 2m0s, execs: 3362588 (31339/sec), new interesting: 34 (total: 71)
fuzz: elapsed: 2m3s, execs: 3452904 (30096/sec), new interesting: 34 (total: 71)
fuzz: elapsed: 2m6s, execs: 3554983 (34027/sec), new interesting: 34 (total: 71)
fuzz: elapsed: 2m9s, execs: 3668280 (37774/sec), new interesting: 34 (total: 71)
fuzz: elapsed: 2m12s, execs: 3769163 (33621/sec), new interesting: 34 (total: 71)
fuzz: elapsed: 2m15s, execs: 3870132 (33656/sec), new interesting: 34 (total: 71)
