phase,requests,heap_alloc,heap_inuse,heap_objects,heap_sys,heap_released,stack_inuse,sys,goroutines,numgc,reports,iast_enabled_spans,tainted_hits,permits_used,live_slots,store_values,store_charged,acquire_drops,tombstones,overflow_free,annotations,event_source_bytes,owner_bindings,failures,probe_hits_of_200,elapsed_s
start,0,15710856,17432576,8252,32669696,6742016,884736,40576544,6,7,105,105,0,0,0,0,0,0,0,256,0,0,0,0,107,0.3
warm,10000,16174328,19013632,9797,55377920,22683648,3342336,67986976,6,40,1442,1983,1216,0,0,0,0,63,3740,256,0,0,0,0,98,6.9
soak,20000,16158440,18604032,9845,54657024,27312128,4063232,67986976,6,74,1708,2321,1394,0,0,0,0,126,1290,256,0,0,0,0,90,11.8
soak,30000,16197256,18849792,9957,55443456,26411008,3276800,67986976,6,109,1829,2409,1455,0,0,0,0,220,1421,256,0,0,0,0,112,17.0
soak,40000,16229544,18685952,10112,59015168,31080448,3899392,72443424,6,141,1429,1895,1200,0,0,0,0,289,3500,256,0,0,0,0,99,25.2
soak,50000,16218712,18636800,10018,59637760,25395200,3276800,72508960,6,172,1170,1585,999,0,0,0,0,409,1791,256,0,0,0,0,103,31.5
soak,60000,16309304,19431424,10110,58949632,23920640,3964928,72508960,6,205,1566,1998,1270,0,0,0,0,473,2587,256,0,0,0,0,102,36.2
soak,70000,16234280,18702336,10088,59637760,23306240,3276800,72508960,6,238,1621,2132,1337,0,0,0,0,599,3104,256,0,0,0,0,102,42.2
# panics=4375 late=4375 failures=0
